Sentence #,Word,POS,Tag
,characterize,VBP,B-nat
,the,DT,O
,northern,JJ,O
,Nima,NNP,B-geo
,and,CC,O
,Lunpola,NNP,B-geo
,basins,NNS,O
,(,-LRB-,O
,XZBGM,NNP,O
,",",",",O
,1993,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2005,CD,O
,;,:,O
,DeCelles,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,),-RRB-,O
,.,.,O
,To,IN,O
,the,DT,O
,north,NN,O
,of,IN,O
,the,DT,O
,BNSZ,NNP,O
,",",",",O
,the,DT,O
,Qiangtang,NNP,B-geo
,block,NN,O
,is,VBZ,O
,divided,VBN,O
,into,IN,O
,northern,JJ,O
,and,CC,O
,southern,JJ,O
,terranes,NNS,O
,either,CC,O
,by,IN,O
,the,DT,O
,Longmu,NN,B-geo
,每,HYPH,O
,Shuanghu,NNP,B-geo
,suture,NN,O
,zone,NN,O
,(,-LRB-,O
,Li,NNP,O
,",",",",O
,1987,CD,O
,;,:,O
,Li,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1995,CD,O
,;,:,O
,Wang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2015,CD,O
,),-RRB-,O
,or,CC,O
,by,IN,O
,a,DT,O
,blueschist,NN,O
,-,HYPH,O
,bearing,NN,O
,",",",",O
,Triassic,JJ,B-tim
,metamorphic,JJ,B-nat
,m谷lange,NN,I-nat
,belt,NN,B-nat
,(,-LRB-,O
,Cheng,NNP,O
,and,CC,O
,Xu,NNP,O
,",",",",O
,1987,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2000,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2003b,NN,O
,;,:,O
,Pullen,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2008,CD,O
,;,:,O
,Zhang,NNP,O
,and,CC,O
,Tang,NNP,O
,",",",",O
,2009,CD,O
,),-RRB-,O
,.,.,O
Sentence: 20,To,IN,O
,the,DT,O
,north,NN,O
,of,IN,O
,the,DT,O
,BNSZ,NNP,O
,",",",",O
,the,DT,O
,Qiangtang,NNP,B-geo
,block,NN,O
,is,VBZ,O
,divided,VBN,O
,into,IN,O
,northern,JJ,O
,and,CC,O
,southern,JJ,O
,terranes,NNS,O
,either,CC,O
,by,IN,O
,the,DT,O
,Longmu,NN,B-geo
,每,HYPH,O
,Shuanghu,NNP,B-geo
,suture,NN,O
,zone,NN,O
,(,-LRB-,O
,Li,NNP,O
,",",",",O
,1987,CD,O
,;,:,O
,Li,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1995,CD,O
,;,:,O
,Wang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2015,CD,O
,),-RRB-,O
,or,CC,O
,by,IN,O
,a,DT,O
,blueschist,NN,O
,-,HYPH,O
,bearing,NN,O
,",",",",O
,Triassic,JJ,B-tim
,metamorphic,JJ,B-nat
,m谷lange,NN,I-nat
,belt,NN,B-nat
,(,-LRB-,O
,Cheng,NNP,O
,and,CC,O
,Xu,NNP,O
,",",",",O
,1987,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2000,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2003b,NN,O
,;,:,O
,Pullen,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2008,CD,O
,;,:,O
,Zhang,NNP,O
,and,CC,O
,Tang,NNP,O
,",",",",O
,2009,CD,O
,),-RRB-,O
,In,IN,O
,the,DT,O
,southern,JJ,O
,Qiangtang,NNP,B-geo
,terrane,NN,O
,",",",",O
,Cambrian,NNP,B-tim
,metasedimentary,JJ,B-nat
,rocks,NNS,I-nat
,intruded,VBN,O
,by,IN,O
,Ordovician,JJ,B-tim
,granites,NNS,O
,lie,VBP,O
,in,IN,O
,tectonic,JJ,O
,contact,NN,O
,with,IN,O
,Carboniferous,NN,O
,每,HYPH,O
,Jurassic,JJ,O
,strata,NN,O
,(,-LRB-,O
,Pullen,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,.,.,O
Sentence: 21,In,IN,O
,the,DT,O
,southern,JJ,O
,Qiangtang,NNP,B-geo
,terrane,NN,O
,",",",",O
,Cambrian,NNP,B-tim
,metasedimentary,JJ,B-nat
,rocks,NNS,I-nat
,intruded,VBN,O
,by,IN,O
,Ordovician,JJ,B-tim
,granites,NNS,O
,lie,VBP,O
,in,IN,O
,tectonic,JJ,O
,contact,NN,O
,with,IN,O
,Carboniferous,NN,O
,每,HYPH,O
,Jurassic,JJ,B-tim
,strata,NN,O
,(,-LRB-,O
,Pullen,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,Widespread,JJ,O
,marine,JJ,O
,Jurassic,JJ,B-tim
,sandstone,NN,O
,and,CC,O
,limestone,NN,O
,(,-LRB-,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2003b,NN,O
,;,:,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2012,CD,O
,;,:,O
,Ma,NNP,B-tim
,et,FW,O
,al.,FW,O
,",",",",O
,2017,CD,O
,),-RRB-,O
,were,VBD,O
,intruded,VBN,O
,by,IN,O
,arc,NN,O
,-,HYPH,O
,related,VBN,O
,intermediate,JJ,O
,to,IN,O
,felsic,JJ,B-nat
,rocks,NNS,I-nat
,in,IN,O
,the,DT,O
,Jurassic,JJ,B-tim
,(,-LRB-,O
,150,CD,O
,每,SYM,O
,170,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,and,CC,O
,Cretaceous,JJ,B-tim
,.,.,O
Sentence: 22,Widespread,JJ,O
,marine,JJ,O
,Jurassic,JJ,B-tim
,sandstone,NN,O
,and,CC,O
,limestone,NN,O
,(,-LRB-,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2003b,NN,O
,;,:,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2012,CD,O
,;,:,O
,Ma,NNP,B-tim
,et,FW,O
,al.,FW,O
,",",",",O
,2017,CD,O
,),-RRB-,O
,were,VBD,O
,intruded,VBN,O
,by,IN,O
,arc,NN,O
,-,HYPH,O
,related,VBN,O
,intermediate,JJ,O
,to,IN,O
,felsic,JJ,B-nat
,rocks,NNS,I-nat
,in,IN,O
,the,DT,O
,Jurassic,JJ,B-tim
,(,-LRB-,O
,150,CD,O
,每,SYM,O
,170,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,and,CC,O
,Cretaceous,JJ,B-tim
,(,-LRB-,O
,100,CD,O
,每,SYM,O
,130,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,(,-LRB-,O
,J.X,NNP,O
,.,.,O
Sentence: 23,Minor,JJ,B-tim
,Cretaceous,JJ,I-tim
,strata,NN,O
,and,CC,O
,Cenozoic,NNP,B-tim
,non,AFX,O
,-,HYPH,O
,marine,JJ,B-nat
,deposits,NNS,I-nat
,also,RB,O
,occur,VBP,O
,(,-LRB-,O
,XZBGM,NNP,O
,",",",",O
,1993,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2005,CD,O
,),-RRB-,O
,Paleozoic,JJ,B-tim
,strata,NN,O
,and,CC,O
,Triassic,JJ,B-tim
,limestone,NN,O
,are,VBP,O
,widely,RB,O
,exposed,VBN,O
,in,IN,O
,the,DT,O
,central,JJ,O
,and,CC,O
,northern,JJ,O
,Qiangtang,NNP,B-geo
,block,NN,O
,(,-LRB-,O
,Li,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1995,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2000,CD,O
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 24,Paleozoic,JJ,B-tim
,strata,NN,O
,and,CC,O
,Triassic,JJ,B-tim
,limestone,NN,O
,are,VBP,O
,widely,RB,O
,exposed,VBN,O
,in,IN,O
,the,DT,O
,central,JJ,O
,and,CC,O
,northern,JJ,O
,Qiangtang,NNP,B-geo
,block,NN,O
,(,-LRB-,O
,Li,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1995,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2000,CD,O
,),-RRB-,O
,.,.,O
,The,DT,O
,Baingoin,NNP,O
,basin,NN,O
,",",",",O
,located,VBN,O
,between,IN,O
,the,DT,O
,Nam,NNP,O
,Co,NNP,O
,and,CC,O
,the,DT,O
,BNSZ,NNP,O
,",",",",O
,is,VBZ,O
,divided,VBN,O
,in,IN,O
,two,CD,O
,parts,NNS,O
,by,IN,O
,a,DT,O
,~,SYM,O
,60,CD,O
,km,NN,O
,-,HYPH,O
,long,JJ,O
,and,CC,O
,up,RB,O
,to,IN,O
,10,CD,O
,km,NN,O
,-,HYPH,O
,wide,JJ,O
,east,NN,O
,-,HYPH,O
,west,NN,O
,belt,NN,O
,of,IN,O
,biotite,NN,O
,-,HYPH,O
,bearing,VBG,O
,granites,NNS,O
,of,IN,O
,Cretaceous,JJ,B-tim
,age,NN,O
,(,-LRB-,O
,139,CD,O
,每,SYM,O
,79,CD,O
,Ma,NN,B-tim
,;,:,O
,Volkmer,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2014,CD,O
,;,:,O
,Fig,NN,O
,.,.,O
Sentence: 25,The,DT,O
,Baingoin,NNP,O
,basin,NN,O
,",",",",O
,located,VBN,O
,between,IN,O
,the,DT,O
,Nam,NNP,O
,Co,NNP,O
,and,CC,O
,the,DT,O
,BNSZ,NNP,O
,",",",",O
,is,VBZ,O
,divided,VBN,O
,in,IN,O
,two,CD,O
,parts,NNS,O
,by,IN,O
,a,DT,O
,~,SYM,O
,60,CD,O
,km,NN,O
,-,HYPH,O
,long,JJ,O
,and,CC,O
,up,RB,O
,to,IN,O
,10,CD,O
,km,NN,O
,-,HYPH,O
,wide,JJ,O
,east,NN,O
,-,HYPH,O
,west,NN,O
,belt,NN,O
,of,IN,O
,biotite,NN,O
,-,HYPH,O
,bearing,VBG,O
,granites,NNS,O
,of,IN,O
,Cretaceous,JJ,B-tim
,age,NN,O
,(,-LRB-,O
,139,CD,O
,每,SYM,O
,79,CD,O
,Ma,NN,B-tim
,;,:,O
,Volkmer,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2014,CD,O
,;,:,O
,Fig1c,NN,O
,),-RRB-,O
,.,.,O
Sentence: 26,These,DT,O
,igneous,JJ,B-nat
,rocks,NNS,I-nat
,experienced,VBD,O
,rapid,JJ,O
,to,IN,O
,moderate,JJ,O
,cooling,NN,O
,and,CC,O
,exhumation,NN,O
,by,IN,O
,the,DT,O
,latest,JJS,O
,Cretaceous,JJ,B-tim
,-,HYPH,O
,early,JJ,O
,Paleogene,NNP,B-tim
,based,VBN,O
,on,IN,O
,low,JJ,O
,-,HYPH,O
,temperature,NN,O
,thermochronology,NN,O
,(,-LRB-,O
,70,CD,O
,每,SYM,O
,55,CD,O
,Ma,NN,B-tim
,;,:,O
,Hetzel,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,The,DT,O
,basin,NN,O
,is,VBZ,O
,characterized,VBN,O
,by,IN,O
,widely,RB,O
,exposed,VBN,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,marginal,JJ,O
,-,HYPH,O
,marine,JJ,O
,and,CC,O
,deltatic,JJ,B-nat
,clastic,JJ,I-nat
,sediments,NNS,B-nat
,interbedded,VBN,O
,with,IN,O
,volcanic,JJ,B-nat
,tuffs,NNS,I-nat
,(,-LRB-,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2004,CD,O
,;,:,O
,Leier,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007a,NN,O
,;,:,O
,Leier,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007b,NN,O
,;,:,O
,Volkmer,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,;,:,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,.,.,O
Sentence: 27,The,DT,O
,basin,NN,O
,is,VBZ,O
,characterized,VBN,O
,by,IN,O
,widely,RB,O
,exposed,VBN,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,marginal,JJ,O
,-,HYPH,O
,marine,JJ,O
,and,CC,O
,deltatic,JJ,B-nat
,clastic,JJ,I-nat
,sediments,NNS,B-nat
,interbedded,VBN,O
,with,IN,O
,volcanic,JJ,B-nat
,tuffs,NNS,I-nat
,(,-LRB-,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2004,CD,O
,;,:,O
,Leier,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007a,NN,O
,;,:,O
,Leier,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007b,NN,O
,;,:,O
,Volkmer,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,;,:,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,),-RRB-,O
,Because,IN,O
,of,IN,O
,significant,JJ,B-nat
,stratigraphic,JJ,I-nat
,differences,NNS,B-nat
,between,IN,O
,the,DT,O
,northern,JJ,O
,and,CC,O
,southern,JJ,O
,parts,NNS,O
,of,IN,O
,the,DT,O
,basin,NN,O
,",",",",O
,they,PRP,O
,were,VBD,O
,defined,VBN,O
,as,IN,O
,Duba,NNP,B-nat
,Formation,NN,I-nat
,in,IN,O
,the,DT,O
,north,NN,O
,(,-LRB-,O
,Leeder,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1988,CD,O
,;,:,O
,Leier,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007b,NN,O
,),-RRB-,O
,and,CC,O
,Duoni,NNP,B-nat
,Formation,NN,I-nat
,in,IN,O
,the,DT,O
,Nam,NNP,O
,Co,NNP,O
,area,NN,O
,to,IN,O
,the,DT,O
,south,NN,O
,(,-LRB-,O
,XZBGM,NNP,O
,",",",",O
,1993,CD,O
,;,:,O
,Zhang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,;,:,O
,Sun,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2017,CD,O
,),-RRB-,O
,.,.,O
Sentence: 28,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,strata,NN,O
,are,VBP,O
,in,IN,O
,fault,NN,O
,contact,NN,O
,with,IN,O
,continental,JJ,O
,deposits,NNS,O
,of,IN,O
,the,DT,O
,Upper,NNP,B-tim
,Cretaceous,JJ,I-tim
,Jingzhushan,NN,B-nat
,Formation,NN,I-nat
,(,-LRB-,O
,Fig4a,NN,O
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 29,During,IN,O
,the,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,",",",",O
,the,DT,O
,Baingoin,NNP,O
,basin,NN,O
,was,VBD,O
,bounded,VBN,O
,by,IN,O
,the,DT,O
,north,NN,O
,-,HYPH,O
,dipping,VBG,O
,and,CC,O
,south,RB,O
,-,HYPH,O
,vergent,JJ,O
,Shiquanhe,NNP,O
,-,HYPH,O
,Gaize,NNP,O
,-,HYPH,O
,Amdo,NNP,O
,thrust,NN,O
,in,IN,O
,the,DT,O
,north,NN,O
,(,-LRB-,O
,SGAT,NN,O
,in,IN,O
,Fig1b,NN,O
,),-RRB-,O
,",",",",O
,and,CC,O
,by,IN,O
,the,DT,O
,south,NN,O
,-,HYPH,O
,dipping,VBG,O
,and,CC,O
,north,RB,O
,-,HYPH,O
,vergent,JJ,O
,Geren,NNP,O
,Co-Jiali,NNP,O
,thrust,VBD,O
,in,IN,O
,the,DT,O
,south,NN,O
,(,-LRB-,O
,GJT,NN,O
,in,IN,O
,Fig,NN,O
,.,.,O
Sentence: 30,Shiquanhe,NNP,O
,-,HYPH,O
,Gaize,NNP,O
,-,HYPH,O
,Amdo,NNP,O
,thrust,NN,O
,activity,NN,O
,caused,VBD,O
,deformation,NN,O
,and,CC,O
,uplift,NN,O
,above,IN,O
,sea,NN,O
,level,NN,O
,of,IN,O
,Jurassic,JJ,B-tim
,marine,JJ,B-nat
,rocks,NNS,I-nat
,and,CC,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,granites,NNS,O
,within,IN,O
,the,DT,O
,BNSZ,NNP,O
,(,-LRB-,O
,Yin,NNP,O
,and,CC,O
,Harrison,NNP,O
,",",",",O
,2000,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2005,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,),-RRB-,O
,The,DT,O
,NW,NNP,O
,每,SYM,O
,SE,NNP,O
,-,HYPH,O
,trending,VBG,O
,Geren,NNP,O
,Co-Jiali,NNP,O
,thrust,VBD,O
,",",",",O
,extending,VBG,O
,from,IN,O
,Geren,NNP,O
,Co,NNP,O
,in,IN,O
,the,DT,O
,west,NN,O
,to,IN,O
,the,DT,O
,Nam,NNP,O
,Co,NNP,O
,and,CC,O
,Jiali,NNP,B-geo
,areas,NNS,O
,in,IN,O
,the,DT,O
,east,NN,O
,",",",",O
,placed,VBN,O
,Carboniferous,NNP,B-tim
,strata,NN,O
,and,CC,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,Zenong,NNP,B-tim
,volcanic,JJ,B-nat
,rocks,NNS,I-nat
,in,IN,O
,its,PRP$,O
,hanging,VBG,O
,wall,NN,O
,onto,IN,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,strata,NN,O
,of,IN,O
,the,DT,O
,Baingoin,NNP,B-geo
,and,CC,O
,Selin,NNP,O
,Co,NNP,O
,basins,NNS,O
,in,IN,O
,its,PRP$,O
,footwall,NN,O
,around,IN,O
,130,CD,B-tim
,Ma,NNP,I-tim
,(,-LRB-,O
,Ding,NNP,O
,and,CC,O
,Lai,NNP,O
,",",",",O
,2003,CD,O
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 31,The,DT,O
,NW,NNP,O
,每,SYM,O
,SE,NNP,O
,-,HYPH,O
,trending,VBG,O
,Geren,NNP,O
,Co-Jiali,NNP,O
,thrust,VBD,O
,",",",",O
,extending,VBG,O
,from,IN,O
,Geren,NNP,O
,Co,NNP,O
,in,IN,O
,the,DT,O
,west,NN,O
,to,IN,O
,the,DT,O
,Nam,NNP,O
,Co,NNP,O
,and,CC,O
,Jiali,NNP,B-geo
,areas,NNS,O
,in,IN,O
,the,DT,O
,east,NN,O
,",",",",O
,placed,VBN,O
,Carboniferous,NNP,B-tim
,strata,NN,O
,and,CC,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,Zenong,NNP,B-tim
,volcanic,JJ,B-nat
,rocks,NNS,I-nat
,in,IN,O
,its,PRP$,O
,hanging,VBG,O
,wall,NN,O
,onto,IN,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,strata,NN,O
,of,IN,O
,the,DT,O
,Baingoin,NNP,B-geo
,and,CC,O
,Selin,NNP,O
,Co,NNP,O
,basins,NNS,O
,in,IN,O
,its,PRP$,O
,footwall,NN,O
,around,IN,O
,130,CD,B-tim
,Ma,NNP,I-tim
,(,-LRB-,O
,Ding,NNP,O
,and,CC,O
,Lai,NNP,O
,",",",",O
,2003,CD,O
,),-RRB-,O
,.,.,O
,Detailed,JJ,O
,stratigraphic,JJ,B-nat
,sections,NNS,B-nat
,were,VBD,O
,measured,VBN,O
,at,IN,O
,6,CD,O
,localities,NNS,O
,(,-LRB-,O
,sites,NNS,O
,shown,VBN,O
,in,IN,O
,Fig,NN,O
,.,.,O
Sentence: 32,Thirty,CD,O
,-,HYPH,O
,three,CD,O
,Mesozoic,JJ,B-tim
,zircons,NNS,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,?,SYM,O
,12.7,CD,O
,and,CC,B-tim
,12.2,CD,O
,",",",",O
,with,IN,O
,TCDM,NN,O
,model,NN,O
,ages,NNS,O
,between,IN,O
,0.47,CD,B-tim
,and,CC,I-tim
,1.98,CD,B-tim
,GaOlder,NNP,I-tim
,U-Pb,NNP,B-tim
,ages,NNS,O
,cluster,VBP,O
,at,IN,O
,250,CD,O
,每,SYM,O
,350,CD,O
,",",",",O
,450,CD,O
,每,SYM,O
,700,CD,O
,",",",",O
,750,CD,O
,每,SYM,O
,900,CD,O
,",",",",O
,1000,CD,O
,每,SYM,O
,1350,CD,O
,",",",",O
,1600,CD,O
,每,SYM,O
,1900,CD,O
,Ma,NN,B-tim
,",",",",O
,and,CC,B-tim
,2400,CD,O
,每,SYM,O
,2700,CD,O
,Ma,NN,B-tim
,.,.,O
,.,.,O
Sentence: 33,Ninety,CD,O
,-,HYPH,O
,four,CD,O
,Mesozoic,JJ,B-tim
,zircons,NNS,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,?,SYM,O
,19.9,CD,O
,and,CC,B-tim
,13.5,CD,O
,",",",",O
,with,IN,O
,TCDM,NN,O
,model,NN,O
,ages,NNS,O
,between,IN,O
,0.41,CD,B-tim
,and,CC,I-tim
,2.48,CD,B-tim
,GaOlder,NNP,I-tim
,U-Pb,NNP,B-tim
,ages,NNS,O
,cluster,VBP,O
,at,IN,O
,250,CD,O
,每,SYM,O
,350,CD,O
,",",",",O
,450,CD,O
,每,SYM,O
,500,CD,O
,",",",",O
,550,CD,O
,每,SYM,O
,650,CD,O
,",",",",O
,700,CD,O
,每,SYM,O
,900,CD,O
,",",",",O
,1100,CD,O
,每,SYM,O
,1350,CD,O
,",",",",O
,1550,CD,O
,每,SYM,O
,1650,CD,O
,",",",",O
,and,CC,B-tim
,1700,CD,O
,每,SYM,O
,2000,CD,O
,Ma,NN,B-tim
,.,.,O
Sentence: 34,Sample,NN,O
,15MD01,NN,O
,and,CC,B-tim
,15MD13,NN,O
,(,-LRB-,O
,section,NN,B-nat
,DB03,NN,B-tim
,),-RRB-,O
,yielded,VBD,O
,145,CD,O
,concordant,JJ,O
,U-Pb,NN,B-tim
,zircon,NN,B-nat
,ages,NNS,I-nat
,",",",",O
,86,CD,O
,of,IN,O
,which,WDT,O
,between,IN,O
,120,CD,B-tim
,and,CC,I-tim
,170,CD,B-tim
,Ma,NNP,I-tim
,(,-LRB-,O
,peak,NN,O
,at,IN,O
,~,SYM,O
,130,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,Forty,CD,O
,-,HYPH,O
,six,CD,O
,Mesozoic,JJ,B-tim
,zircons,NNS,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,?,SYM,O
,5,CD,O
,and,CC,B-tim
,6.9,CD,O
,",",",",O
,with,IN,O
,TCDM,NN,O
,model,NN,O
,ages,NNS,B-nat
,between,IN,O
,0.75,CD,B-tim
,and,CC,I-tim
,1.52,CD,B-tim
,GaOlder,NNP,I-tim
,U-Pb,NNP,B-tim
,ages,NNS,B-nat
,cluster,VBP,O
,at,IN,O
,250,CD,O
,每,SYM,O
,350,CD,O
,",",",",O
,450,CD,O
,每,SYM,O
,600,CD,O
,",",",",O
,700,CD,O
,每,SYM,O
,900,CD,O
,",",",",O
,950,CD,O
,每,SYM,O
,1250,CD,O
,",",",",O
,and,CC,B-tim
,1800,CD,O
,每,SYM,O
,1950,CD,O
,Ma,NN,B-tim
,",",",",O
,and,CC,B-tim
,2300,CD,O
,每,SYM,O
,2500,CD,O
,Ma,NN,B-tim
,.,.,O
,.,.,O
Sentence: 35,Our,PRP$,O
,results,NNS,O
,indicate,VBP,O
,that,IN,O
,deposition,NN,O
,of,IN,O
,the,DT,O
,Duba,NNP,B-nat
,Formation,NN,I-nat
,began,VBD,O
,by,IN,O
,122,CD,B-tim
,Ma,NNP,I-tim
,and,CC,B-tim
,continued,VBD,O
,to,TO,O
,~,SYM,O
,110,CD,O
,Ma,NNP,B-tim
,(,-LRB-,O
,Aptian,NNP,O
,每,SYM,O
,early,JJ,O
,Albian,JJ,B-tim
,),-RRB-,O
,",",",",O
,which,WDT,O
,is,VBZ,O
,broadly,RB,O
,compatible,JJ,O
,but,CC,O
,somewhat,RB,O
,younger,JJR,O
,than,IN,O
,the,DT,O
,maximum,JJ,B-nat
,depositional,JJ,I-nat
,age,NN,B-nat
,of,IN,O
,125,CD,B-tim
,㊣,SYM,I-tim
,2,CD,B-tim
,Ma,NN,I-tim
,obtained,VBN,O
,from,IN,O
,detrital,JJ,B-nat
,zircons,NNS,I-nat
,by,IN,O
,Leier,NNP,O
,et,FW,O
,al,FW,O
,(,-LRB-,O
,2007b,NN,O
,),-RRB-,O
,",",",",O
,and,CC,B-tim
,ages,NNS,O
,of,IN,O
,138,CD,B-tim
,㊣,SYM,I-tim
,2,CD,B-tim
,and,CC,I-tim
,119,CD,B-tim
,㊣,SYM,I-tim
,5,CD,B-tim
,Ma,NN,I-tim
,obtained,VBN,O
,for,IN,O
,volcanic,JJ,B-nat
,tuffs,NNS,I-nat
,by,IN,O
,Volkmer,NNP,O
,et,FW,O
,al,FW,O
,.,.,O
Sentence: 36,Mesozoic,JJ,B-tim
,detrital,JJ,B-nat
,zircons,NNS,I-nat
,never,RB,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,N,NN,O
,10,CD,O
,",",",",O
,indicating,VBG,O
,that,IN,O
,provenance,NN,O
,was,VBD,O
,not,RB,O
,from,IN,O
,the,DT,O
,Gangdese,JJ,O
,arc,NN,O
,characterized,VBN,O
,by,IN,O
,high,JJ,O
,positive,JJ,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,(,-LRB-,O
,Fig9,NN,O
,;,:,O
,Chu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2006,CD,O
,;,:,O
,Ji,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2009,CD,O
,;,:,O
,Zhu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011b,NN,O
,),-RRB-,O
,.,.,O
Sentence: 37,The,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,detrital,JJ,B-nat
,zircons,NNS,I-nat
,yielding,VBG,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,?,SYM,O
,12,CD,O
,and,CC,O
,8,CD,O
,can,MD,O
,be,VB,O
,traced,VBN,O
,within,IN,O
,the,DT,O
,Baingoin,NNP,O
,Batholith,NNP,O
,itself,PRP,O
,(,-LRB-,O
,Zhu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2016,CD,O
,),-RRB-,O
,The,DT,O
,most,RBS,O
,likely,JJ,O
,source,NN,O
,for,IN,O
,these,DT,O
,detrital,JJ,B-nat
,zircons,NNS,I-nat
,is,VBZ,O
,the,DT,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,(,-LRB-,O
,Zhu,NNP,O
,et,FW,O
